"url","route","page_type","title","description","h1","h1_count","canonical","http_status","indexable","robots","sitemap_present","lastmod","word_count","source_count","image_count","tool_count","internal_inlinks","content_inlinks","internal_outlinks","depth_from_home","structured_data","schema_errors","missing_alt","duration_ms"
"https://www.biz2lab.com/health/guides/appointment-questions","/health/guides/appointment-questions","support","진료 전에 준비하면 좋은 질문 | 오누림","진료시간에 가장 중요한 내용을 놓치지 않도록 질문을 세 묶음으로 정리합니다.","진료 전에 준비하면 좋은 질문","1","https://www.biz2lab.com/health/guides/appointment-questions","200","true","","true","2026-08-26T00:00:00.000Z","101","2","0","0","76","2","14","1","[""Organization"",""WebSite""]","0","0","21"
"https://www.biz2lab.com/health/guides/danger-signals","/health/guides/danger-signals","support","병원에 빨리 가야 하는 위험 신호 | 오누림","온라인 글을 더 읽기보다 119 또는 신속한 의료 평가를 먼저 생각해야 하는 변화를 짧게 정리합니다.","병원에 빨리 가야 하는 위험 신호","1","https://www.biz2lab.com/health/guides/danger-signals","200","true","","true","2026-08-26T00:00:00.000Z","119","2","0","0","76","2","14","1","[""Organization"",""WebSite""]","0","0","16"
"https://www.biz2lab.com/health/guides/family-medication-support","/health/guides/family-medication-support","support","가족의 복약 관리를 도울 때 확인할 것 | 오누림","감시하거나 약을 대신 정하지 않고, 당사자의 동의 아래 정확한 목록과 문의 경로를 준비합니다.","가족의 복약 관리를 도울 때 확인할 것","1","https://www.biz2lab.com/health/guides/family-medication-support","200","true","","true","2026-08-26T00:00:00.000Z","104","2","0","0","76","2","14","1","[""Organization"",""WebSite""]","0","0","20"
"https://www.biz2lab.com/health/guides/measuring-blood-pressure","/health/guides/measuring-blood-pressure","support","혈압 제대로 재는 방법 | 오누림","한 번의 숫자에 놀라기 전에 같은 조건에서 잴 수 있도록 준비·자세·기록을 나눕니다.","혈압 제대로 재는 방법","1","https://www.biz2lab.com/health/guides/measuring-blood-pressure","200","true","","true","2026-08-26T00:00:00.000Z","104","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","173"
"https://www.biz2lab.com/health/guides/medication-list","/health/guides/medication-list","support","약 이름과 복용 정보를 정리하는 법 | 오누림","처방약·일반약·보충제를 한 목록에 적어 진료와 약국에서 정확히 보여 줍니다.","약 이름과 복용 정보를 정리하는 법","1","https://www.biz2lab.com/health/guides/medication-list","200","true","","true","2026-08-26T00:00:00.000Z","82","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","12"
"https://www.biz2lab.com/health/guides/older-parent-health-organizer","/health/guides/older-parent-health-organizer","support","고령 부모님 건강정보를 정리하는 방법 | 오누림","가족이 대신 결정하기보다 당사자의 동의 아래 응급·진료 정보를 찾기 쉽게 정리합니다.","고령 부모님 건강정보를 정리하는 방법","1","https://www.biz2lab.com/health/guides/older-parent-health-organizer","200","true","","true","2026-08-26T00:00:00.000Z","104","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","16"
"https://www.biz2lab.com/health/guides/reading-health-results","/health/guides/reading-health-results","support","건강검진 결과지 처음 보는 법 | 오누림","빨간 숫자를 곧바로 병명으로 바꾸지 않고, 검사명·기준·추적 계획을 차례로 확인합니다.","건강검진 결과지 처음 보는 법","1","https://www.biz2lab.com/health/guides/reading-health-results","200","true","","true","2026-08-26T00:00:00.000Z","110","2","0","0","76","2","14","1","[""Organization"",""WebSite""]","0","0","23"
"https://www.biz2lab.com/health/guides/symptom-journal","/health/guides/symptom-journal","support","아픈 증상을 기록하는 방법 | 오누림","통증 점수 하나보다 시작 시각, 변화, 함께 나타난 신호와 일상 영향을 짧게 남깁니다.","아픈 증상을 기록하는 방법","1","https://www.biz2lab.com/health/guides/symptom-journal","200","true","","true","2026-08-26T00:00:00.000Z","94","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","17"
"https://www.biz2lab.com/health/guides/understanding-hba1c","/health/guides/understanding-hba1c","support","당화혈색소 HbA1c 쉽게 이해하기 | 오누림","HbA1c가 무엇을 보여 주고 무엇은 말해 주지 못하는지, 진료 질문으로 연결합니다.","당화혈색소 HbA1c 쉽게 이해하기","1","https://www.biz2lab.com/health/guides/understanding-hba1c","200","true","","true","2026-08-26T00:00:00.000Z","107","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","14"
"https://www.biz2lab.com/health/hypertension","/health/hypertension","disease","고혈압, 숫자에 놀라기 전에 기록부터 | 오누림","혈압 숫자의 뜻, 집에서 더 안정적으로 재는 방법, 기록과 진료 질문을 차근차근 정리합니다.","고혈압, 숫자에 놀라기 전에 기록부터","1","https://www.biz2lab.com/health/hypertension","200","true","","true","2026-08-26T00:00:00.000Z","586","5","4","4","6","2","19","1","[""Organization"",""WebSite"",""Article""]","0","0","42"
"https://www.biz2lab.com/health/irritable-bowel-syndrome","/health/irritable-bowel-syndrome","disease","과민성장증후군 | 오누림","배 아픔과 배변 변화의 흐름을 살피되, 모든 복통을 과민성장증후군으로 부르지 않도록 경계를 세웁니다.","과민성장증후군","1","https://www.biz2lab.com/health/irritable-bowel-syndrome","200","true","","true","2026-08-26T00:00:00.000Z","379","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","18"
"https://www.biz2lab.com/health/kidney-stones","/health/kidney-stones","disease","신장결석 | 오누림","소변 속 물질이 작은 돌처럼 뭉치는 과정을 이해하고, 통증 위치와 소변 변화를 정확히 설명하도록 돕습니다.","신장결석","1","https://www.biz2lab.com/health/kidney-stones","200","true","","true","2026-08-26T00:00:00.000Z","384","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","23"
"https://www.biz2lab.com/health/metabolic-dysfunction-associated-steatotic-liver-disease","/health/metabolic-dysfunction-associated-steatotic-liver-disease","disease","지방간(MASLD) | 오누림","건강검진에서 지방간 이야기를 들었을 때, 증상이 없다는 말과 관리가 필요 없다는 말을 구분해 봅니다.","지방간(MASLD)","1","https://www.biz2lab.com/health/metabolic-dysfunction-associated-steatotic-liver-disease","200","true","","true","2026-08-26T00:00:00.000Z","392","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","24"
"https://www.biz2lab.com/health/migraine","/health/migraine","disease","편두통 | 오누림","편두통을 단순히 한쪽 머리가 아픈 병으로 줄이지 않고, 반복되는 두통과 동반 변화를 시간표로 살핍니다.","편두통","1","https://www.biz2lab.com/health/migraine","200","true","","true","2026-08-26T00:00:00.000Z","377","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","16"
"https://www.biz2lab.com/health/obesity","/health/obesity","disease","비만 | 오누림","체중을 의지나 외모의 문제로 몰아가지 않고, 건강 상태와 생활 환경을 함께 살피는 질문을 준비합니다.","비만","1","https://www.biz2lab.com/health/obesity","200","true","","true","2026-08-26T00:00:00.000Z","399","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","24"
"https://www.biz2lab.com/health/osteoarthritis","/health/osteoarthritis","disease","골관절염, 아픈 정도보다 생활의 변화를 함께 적어요 | 오누림","관절의 불편을 혼자 병명으로 결론 내리지 않고, 일상 변화와 진료 질문을 차분히 준비합니다.","골관절염, 아픈 정도보다 생활의 변화를 함께 적어요","1","https://www.biz2lab.com/health/osteoarthritis","200","true","","true","2026-08-26T00:00:00.000Z","425","5","3","3","5","2","18","1","[""Organization"",""WebSite"",""Article""]","0","0","15"
"https://www.biz2lab.com/health/osteoporosis","/health/osteoporosis","disease","골다공증, 증상이 없을 때도 질문을 준비해요 | 오누림","골밀도와 골절 위험을 혼자 계산하지 않고, 집안 환경과 진료 질문을 안전하게 준비합니다.","골다공증, 증상이 없을 때도 질문을 준비해요","1","https://www.biz2lab.com/health/osteoporosis","200","true","","true","2026-08-26T00:00:00.000Z","451","5","3","3","5","2","18","1","[""Organization"",""WebSite"",""Article""]","0","0","19"
"https://www.biz2lab.com/health/sleep-apnea","/health/sleep-apnea","disease","수면무호흡증 | 오누림","함께 사는 사람이 먼저 알아채는 코골이와 숨 멎음, 낮 졸림의 단서를 비난 없이 진료 정보로 바꿉니다.","수면무호흡증","1","https://www.biz2lab.com/health/sleep-apnea","200","true","","true","2026-08-26T00:00:00.000Z","361","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","36"
"https://www.biz2lab.com/health/stroke","/health/stroke","disease","뇌졸중 | 오누림","갑작스러운 한쪽 마비와 말·시야 변화를 알아보고, 증상이 잠깐 좋아져도 기다리지 않아야 하는 이유를 설명합니다.","뇌졸중","1","https://www.biz2lab.com/health/stroke","200","true","","true","2026-08-26T00:00:00.000Z","378","2","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","16"
"https://www.biz2lab.com/health/tools/acute-myocardial-infarction-visit-card","/health/tools/acute-myocardial-infarction-visit-card","tool","급성심근경색 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","급성심근경색 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/acute-myocardial-infarction-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","66","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","39"
"https://www.biz2lab.com/health/tools/allergy-appointment-questions","/health/tools/allergy-appointment-questions","tool","알레르기 비염 진료 질문 카드 | 오누림","증상 흐름과 검사 필요 여부를 묻기 위한 질문 카드입니다.","알레르기 비염 진료 질문 카드","1","https://www.biz2lab.com/health/tools/allergy-appointment-questions","200","true","","true","2026-08-26T00:00:00.000Z","71","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","16"
"https://www.biz2lab.com/health/tools/allergy-environment-check","/health/tools/allergy-environment-check","tool","환경 변화 관찰 체크 | 오누림","환경을 바꾼 뒤의 흐름을 살피고 개인 효과를 단정하지 않습니다.","환경 변화 관찰 체크","1","https://www.biz2lab.com/health/tools/allergy-environment-check","200","true","","true","2026-08-26T00:00:00.000Z","63","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","11"
"https://www.biz2lab.com/health/tools/allergy-trigger-observation","/health/tools/allergy-trigger-observation","tool","알레르기 비염 관찰표 | 오누림","증상·장소·시간을 적되 원인을 판정하지 않는 기록지입니다.","알레르기 비염 관찰표","1","https://www.biz2lab.com/health/tools/allergy-trigger-observation","200","true","","true","2026-08-26T00:00:00.000Z","43","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","20"
"https://www.biz2lab.com/health/tools/anxiety-disorder-visit-card","/health/tools/anxiety-disorder-visit-card","tool","불안장애 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","불안장애 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/anxiety-disorder-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","63","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","21"
"https://www.biz2lab.com/health/tools/asthma-visit-card","/health/tools/asthma-visit-card","tool","천식 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","천식 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/asthma-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","61","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","21"
"https://www.biz2lab.com/health/tools/blood-pressure-log","/health/tools/blood-pressure-log","tool","7일 혈압 기록표 | 오누림","결론을 계산하지 않고 측정 환경과 원래 값을 함께 남기는 개인 기록지입니다.","7일 혈압 기록표","1","https://www.biz2lab.com/health/tools/blood-pressure-log","200","true","","true","2026-08-26T00:00:00.000Z","51","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","14"
"https://www.biz2lab.com/health/tools/blood-pressure-prep","/health/tools/blood-pressure-prep","tool","혈압 측정 준비 체크리스트 | 오누림","같은 조건에서 더 안정적으로 측정하기 위한 준비표입니다.","혈압 측정 준비 체크리스트","1","https://www.biz2lab.com/health/tools/blood-pressure-prep","200","true","","true","2026-08-26T00:00:00.000Z","73","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","16"
"https://www.biz2lab.com/health/tools/blood-pressure-questions","/health/tools/blood-pressure-questions","tool","고혈압 진료 질문 카드 | 오누림","기록을 진료 대화로 연결하는 질문을 골라 적습니다.","고혈압 진료 질문 카드","1","https://www.biz2lab.com/health/tools/blood-pressure-questions","200","true","","true","2026-08-26T00:00:00.000Z","82","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","26"
"https://www.biz2lab.com/health/tools/blood-pressure-warning","/health/tools/blood-pressure-warning","tool","기록보다 119가 먼저인 경고 카드 | 오누림","혈압 숫자를 다시 재며 기다리지 않아야 할 동반 신호를 기억합니다.","기록보다 119가 먼저인 경고 카드","1","https://www.biz2lab.com/health/tools/blood-pressure-warning","200","true","","true","2026-08-26T00:00:00.000Z","87","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","15"
"https://www.biz2lab.com/health/tools/depression-visit-card","/health/tools/depression-visit-card","tool","우울증 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","우울증 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/depression-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","69","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","11"
"https://www.biz2lab.com/health/tools/diabetes-questions","/health/tools/diabetes-questions","tool","제2형 당뇨병 진료 질문지 | 오누림","검사 의미와 다음 행동을 의료진에게 확인하기 위한 질문지입니다.","제2형 당뇨병 진료 질문지","1","https://www.biz2lab.com/health/tools/diabetes-questions","200","true","","true","2026-08-26T00:00:00.000Z","83","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","11"
"https://www.biz2lab.com/health/tools/diabetes-test-terms","/health/tools/diabetes-test-terms","tool","혈당 검사 용어 한 장 | 오누림","공복혈당과 HbA1c가 보는 시간 범위를 구분합니다.","혈당 검사 용어 한 장","1","https://www.biz2lab.com/health/tools/diabetes-test-terms","200","true","","true","2026-08-26T00:00:00.000Z","85","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","13"
"https://www.biz2lab.com/health/tools/dyslipidemia-visit-card","/health/tools/dyslipidemia-visit-card","tool","이상지질혈증 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","이상지질혈증 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/dyslipidemia-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","66","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","14"
"https://www.biz2lab.com/health/tools/family-support-checklist","/health/tools/family-support-checklist","tool","가족 지원 체크리스트 | 오누림","감시와 비난을 줄이고 당사자가 원하는 도움을 확인합니다.","가족 지원 체크리스트","1","https://www.biz2lab.com/health/tools/family-support-checklist","200","true","","true","2026-08-26T00:00:00.000Z","67","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","20"
"https://www.biz2lab.com/health/tools/gerd-appointment-prep","/health/tools/gerd-appointment-prep","tool","위식도역류 진료 준비 카드 | 오누림","증상·약·검사 필요 여부를 묻기 위한 질문 카드입니다.","위식도역류 진료 준비 카드","1","https://www.biz2lab.com/health/tools/gerd-appointment-prep","200","true","","true","2026-08-26T00:00:00.000Z","69","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","15"
"https://www.biz2lab.com/health/tools/gerd-everyday-patterns","/health/tools/gerd-everyday-patterns","tool","일상 패턴 관찰 체크 | 오누림","음식 금지표가 아니라 개인의 흐름을 기록하는 체크리스트입니다.","일상 패턴 관찰 체크","1","https://www.biz2lab.com/health/tools/gerd-everyday-patterns","200","true","","true","2026-08-26T00:00:00.000Z","62","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","12"
"https://www.biz2lab.com/health/tools/gerd-symptom-timing-log","/health/tools/gerd-symptom-timing-log","tool","역류 증상·시간 기록표 | 오누림","식사·자세·수면과 불편의 흐름을 적는 관찰표입니다.","역류 증상·시간 기록표","1","https://www.biz2lab.com/health/tools/gerd-symptom-timing-log","200","true","","true","2026-08-26T00:00:00.000Z","45","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","11"
"https://www.biz2lab.com/health/tools/glucose-observation-log","/health/tools/glucose-observation-log","tool","혈당 관찰 기록표 | 오누림","이미 측정 중인 사람이 숫자와 생활 맥락을 함께 적는 기록지입니다.","혈당 관찰 기록표","1","https://www.biz2lab.com/health/tools/glucose-observation-log","200","true","","true","2026-08-26T00:00:00.000Z","48","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","19"
"https://www.biz2lab.com/health/tools/gout-visit-card","/health/tools/gout-visit-card","tool","통풍 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","통풍 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/gout-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","66","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","21"
"https://www.biz2lab.com/health/tools/irritable-bowel-syndrome-visit-card","/health/tools/irritable-bowel-syndrome-visit-card","tool","과민성장증후군 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","과민성장증후군 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/irritable-bowel-syndrome-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","64","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","12"
"https://www.biz2lab.com/health/tools/kidney-stones-visit-card","/health/tools/kidney-stones-visit-card","tool","신장결석 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","신장결석 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/kidney-stones-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","63","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","16"
"https://www.biz2lab.com/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","tool","지방간(MASLD) 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","지방간(MASLD) 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","63","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","13"
"https://www.biz2lab.com/health/tools/migraine-visit-card","/health/tools/migraine-visit-card","tool","편두통 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","편두통 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/migraine-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","64","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","11"
"https://www.biz2lab.com/health/tools/oa-daily-activity-log","/health/tools/oa-daily-activity-log","tool","관절 일상 변화 기록표 | 오누림","활동 전후의 관절 변화와 일상 영향을 적는 관찰표입니다.","관절 일상 변화 기록표","1","https://www.biz2lab.com/health/tools/oa-daily-activity-log","200","true","","true","2026-08-26T00:00:00.000Z","46","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","30"
"https://www.biz2lab.com/health/tools/oa-family-support","/health/tools/oa-family-support","tool","관절 불편 가족 지원 체크 | 오누림","속도를 재촉하지 않고 일상 지원과 질문 준비를 돕는 체크리스트입니다.","관절 불편 가족 지원 체크","1","https://www.biz2lab.com/health/tools/oa-family-support","200","true","","true","2026-08-26T00:00:00.000Z","61","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","32"
"https://www.biz2lab.com/health/tools/oa-visit-questions","/health/tools/oa-visit-questions","tool","골관절염 진료 질문 카드 | 오누림","원인 확인과 개인별 활동·치료 선택을 묻기 위한 질문 카드입니다.","골관절염 진료 질문 카드","1","https://www.biz2lab.com/health/tools/oa-visit-questions","200","true","","true","2026-08-26T00:00:00.000Z","69","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","180"
"https://www.biz2lab.com/health/tools/obesity-visit-card","/health/tools/obesity-visit-card","tool","비만 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","비만 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/obesity-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","68","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","19"
"https://www.biz2lab.com/health/tools/osteoporosis-appointment-prep","/health/tools/osteoporosis-appointment-prep","tool","골다공증 진료 준비표 | 오누림","골절·낙상·복용 약과 검사 질문을 정리하는 준비표입니다.","골다공증 진료 준비표","1","https://www.biz2lab.com/health/tools/osteoporosis-appointment-prep","200","true","","true","2026-08-26T00:00:00.000Z","67","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","16"
"https://www.biz2lab.com/health/tools/osteoporosis-home-check","/health/tools/osteoporosis-home-check","tool","낙상 위험 집안 점검표 | 오누림","통로와 조명을 점검하되 골절 예방을 보장하지 않는 체크리스트입니다.","낙상 위험 집안 점검표","1","https://www.biz2lab.com/health/tools/osteoporosis-home-check","200","true","","true","2026-08-26T00:00:00.000Z","63","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","15"
"https://www.biz2lab.com/health/tools/osteoporosis-terms","/health/tools/osteoporosis-terms","tool","골밀도 검사 용어 한 장 | 오누림","골밀도 검사와 결과 해석의 경계를 구분하는 안내입니다.","골밀도 검사 용어 한 장","1","https://www.biz2lab.com/health/tools/osteoporosis-terms","200","true","","true","2026-08-26T00:00:00.000Z","76","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","11"
"https://www.biz2lab.com/health/tools/sleep-apnea-visit-card","/health/tools/sleep-apnea-visit-card","tool","수면무호흡증 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","수면무호흡증 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/sleep-apnea-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","64","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","23"
"https://www.biz2lab.com/health/tools/stroke-visit-card","/health/tools/stroke-visit-card","tool","뇌졸중 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","뇌졸중 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/stroke-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","67","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","12"
