"url","route","page_type","title","description","h1","h1_count","canonical","http_status","indexable","robots","sitemap_present","lastmod","word_count","source_count","image_count","tool_count","internal_inlinks","content_inlinks","internal_outlinks","depth_from_home","structured_data","schema_errors","missing_alt","duration_ms","current_gsc_status","last_crawl","google_canonical","user_canonical","gsc_verdict","gsc_crawl_allowed","gsc_fetch","gsc_index_allowed","gsc_sitemap","gsc_referring_page","impressions_7d","impressions_28d","clicks_28d","query_count","performance_note","aggregate_gsc_status","index_surface_decision","target_index_surface_decision","priority","action_required","evidence_scope","observed_date"
"https://www.biz2lab.com/health/guides/symptom-journal","/health/guides/symptom-journal","support","아픈 증상을 기록하는 방법 | 오누림","통증 점수 하나보다 시작 시각, 변화, 함께 나타난 신호와 일상 영향을 짧게 남깁니다.","아픈 증상을 기록하는 방법","1","https://www.biz2lab.com/health/guides/symptom-journal","200","true","","true","2026-08-26T00:00:00.000Z","94","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","17","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_SUPPORT","INDEX_SUPPORT","P3","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/irritable-bowel-syndrome","/health/irritable-bowel-syndrome","disease","과민성장증후군 | 오누림","배 아픔과 배변 변화의 흐름을 살피되, 모든 복통을 과민성장증후군으로 부르지 않도록 경계를 세웁니다.","과민성장증후군","1","https://www.biz2lab.com/health/irritable-bowel-syndrome","200","true","","true","2026-08-26T00:00:00.000Z","379","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","18","INDEXED","2026. 9. 5. 오후 7:55:44","https://www.biz2lab.com/health/irritable-bowel-syndrome","https://www.biz2lab.com/health/irritable-bowel-syndrome","URL이 Google에 등록되어 있음","예","성공","예","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/kidney-stones","/health/kidney-stones","disease","신장결석 | 오누림","소변 속 물질이 작은 돌처럼 뭉치는 과정을 이해하고, 통증 위치와 소변 변화를 정확히 설명하도록 돕습니다.","신장결석","1","https://www.biz2lab.com/health/kidney-stones","200","true","","true","2026-08-26T00:00:00.000Z","384","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","23","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/metabolic-dysfunction-associated-steatotic-liver-disease","/health/metabolic-dysfunction-associated-steatotic-liver-disease","disease","지방간(MASLD) | 오누림","건강검진에서 지방간 이야기를 들었을 때, 증상이 없다는 말과 관리가 필요 없다는 말을 구분해 봅니다.","지방간(MASLD)","1","https://www.biz2lab.com/health/metabolic-dysfunction-associated-steatotic-liver-disease","200","true","","true","2026-08-26T00:00:00.000Z","392","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","24","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/migraine","/health/migraine","disease","편두통 | 오누림","편두통을 단순히 한쪽 머리가 아픈 병으로 줄이지 않고, 반복되는 두통과 동반 변화를 시간표로 살핍니다.","편두통","1","https://www.biz2lab.com/health/migraine","200","true","","true","2026-08-26T00:00:00.000Z","377","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","16","INDEXED","2026. 8. 30. 오후 8:56:20","https://www.biz2lab.com/health/migraine","https://www.biz2lab.com/health/migraine","URL이 Google에 등록되어 있음","예","성공","예","일시적인 처리 오류","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/obesity","/health/obesity","disease","비만 | 오누림","체중을 의지나 외모의 문제로 몰아가지 않고, 건강 상태와 생활 환경을 함께 살피는 질문을 준비합니다.","비만","1","https://www.biz2lab.com/health/obesity","200","true","","true","2026-08-26T00:00:00.000Z","399","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","24","INDEXED","2026. 9. 4. 오후 9:31:09","https://www.biz2lab.com/health/obesity","https://www.biz2lab.com/health/obesity","URL이 Google에 등록되어 있음","예","성공","예","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/osteoarthritis","/health/osteoarthritis","disease","골관절염, 아픈 정도보다 생활의 변화를 함께 적어요 | 오누림","관절의 불편을 혼자 병명으로 결론 내리지 않고, 일상 변화와 진료 질문을 차분히 준비합니다.","골관절염, 아픈 정도보다 생활의 변화를 함께 적어요","1","https://www.biz2lab.com/health/osteoarthritis","200","true","","true","2026-08-26T00:00:00.000Z","425","5","3","3","5","2","18","1","[""Organization"",""WebSite"",""Article""]","0","0","15","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/osteoporosis","/health/osteoporosis","disease","골다공증, 증상이 없을 때도 질문을 준비해요 | 오누림","골밀도와 골절 위험을 혼자 계산하지 않고, 집안 환경과 진료 질문을 안전하게 준비합니다.","골다공증, 증상이 없을 때도 질문을 준비해요","1","https://www.biz2lab.com/health/osteoporosis","200","true","","true","2026-08-26T00:00:00.000Z","451","5","3","3","5","2","18","1","[""Organization"",""WebSite"",""Article""]","0","0","19","INDEXED","2026. 8. 30. 오전 4:27:06","https://www.biz2lab.com/health/osteoporosis","https://www.biz2lab.com/health/osteoporosis","URL이 Google에 등록되어 있음","예","성공","예","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/sleep-apnea","/health/sleep-apnea","disease","수면무호흡증 | 오누림","함께 사는 사람이 먼저 알아채는 코골이와 숨 멎음, 낮 졸림의 단서를 비난 없이 진료 정보로 바꿉니다.","수면무호흡증","1","https://www.biz2lab.com/health/sleep-apnea","200","true","","true","2026-08-26T00:00:00.000Z","361","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","36","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/stroke","/health/stroke","disease","뇌졸중 | 오누림","갑작스러운 한쪽 마비와 말·시야 변화를 알아보고, 증상이 잠깐 좋아져도 기다리지 않아야 하는 이유를 설명합니다.","뇌졸중","1","https://www.biz2lab.com/health/stroke","200","true","","true","2026-08-26T00:00:00.000Z","378","2","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","16","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/tools/acute-myocardial-infarction-visit-card","/health/tools/acute-myocardial-infarction-visit-card","tool","급성심근경색 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","급성심근경색 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/acute-myocardial-infarction-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","66","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","39","UNKNOWN","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: Google에는 아직 알려지지 않은 URL입니다.","해당사항 없음","해당사항 없음","해당사항 없음","감지된 참조 사이트맵이 없습니다.","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","NOINDEX_FOLLOW","NOINDEX_FOLLOW","P4","119 먼저 보이게 분리; 부모 응급 안내 연결; 독립 검색 확대 없음","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/tools/allergy-appointment-questions","/health/tools/allergy-appointment-questions","tool","알레르기 비염 진료 질문 카드 | 오누림","증상 흐름과 검사 필요 여부를 묻기 위한 질문 카드입니다.","알레르기 비염 진료 질문 카드","1","https://www.biz2lab.com/health/tools/allergy-appointment-questions","200","true","","true","2026-08-26T00:00:00.000Z","71","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","16","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","ENRICH_THEN_INDEX","INDEX_UTILITY","P4","진료 준비 순서와 제품명/질문/답변 칸 보강","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/tools/allergy-environment-check","/health/tools/allergy-environment-check","tool","환경 변화 관찰 체크 | 오누림","환경을 바꾼 뒤의 흐름을 살피고 개인 효과를 단정하지 않습니다.","환경 변화 관찰 체크","1","https://www.biz2lab.com/health/tools/allergy-environment-check","200","true","","true","2026-08-26T00:00:00.000Z","63","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","11","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","NOINDEX_FOLLOW","NOINDEX_FOLLOW","P4","관찰표/부모 글로 문맥 연결; 별도 장문 확장 없음","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/tools/allergy-trigger-observation","/health/tools/allergy-trigger-observation","tool","알레르기 비염 관찰표 | 오누림","증상·장소·시간을 적되 원인을 판정하지 않는 기록지입니다.","알레르기 비염 관찰표","1","https://www.biz2lab.com/health/tools/allergy-trigger-observation","200","true","","true","2026-08-26T00:00:00.000Z","43","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","20","INDEXED","2026. 9. 6. 오전 2:46:52","https://www.biz2lab.com/health/tools/allergy-trigger-observation","https://www.biz2lab.com/health/tools/allergy-trigger-observation","URL이 Google에 등록되어 있음","예","성공","예","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_UTILITY","INDEX_UTILITY","P4","한 번의 노출을 원인으로 단정하지 않는 예시와 출처 링크","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/tools/anxiety-disorder-visit-card","/health/tools/anxiety-disorder-visit-card","tool","불안장애 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","불안장애 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/anxiety-disorder-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","63","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","21","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","NOINDEX_FOLLOW","NOINDEX_FOLLOW","P4","원인 자가확정 금지 유지; 동의와 사생활 안내","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
