source,current_status,destination,decision,reason
/ko/automation/nocodb-airtable-alternative-license-caution,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/node-red-local-business-automation-server,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/obsidian-business-knowledge-base,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/open-webui-local-llm-admin-portal,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/opencut-free-open-source-video-editor-ai-content-automation,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/plausible-open-source-analytics-ga-alternative,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/pocketbase-lightweight-backend-saas-mvp,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/posthog-product-analytics-automation,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/pre-automation-task-list,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/redash-open-source-dashboard-automation,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/reduce-repetitive-work-with-ai,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/supabase-self-hosting-cost-operations-caution,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/typesense-product-document-search-automation,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/umami-open-source-analytics-ga-alternative,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/automation/windmill-developer-workflow-automation,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/contracts-payments/connect-contract-payment-customer-management,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/contracts-payments/e-signature-identity-check,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/contracts-payments/electronic-contract-system-basics,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/contracts-payments/manage-unsigned-contracts,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/contracts-payments/offline-card-payment-pg-van,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/sales-ops/unify-order-channels-for-sales,200,/ko/small-business/unify-order-channels,KEEP_PERMANENT_REDIRECT_308,same search intent and a verified replacement exist
/ko/small-business/ai-knowledge-store-for-small-business,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/small-business/customer-memory-system,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/small-business/reservation-order-review-management,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/small-business/solo-business-systemization,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/streaming-life/family-profile-age-rating,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/streaming-life/netflix-profile-reset-recommendations,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/streaming-life/netflix-subtitle-settings,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/streaming-life/netflix-viewing-history-delete,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/streaming-life/ott-subscription-rotation,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/streaming-life/watchlist-without-spoilers,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/what-to-watch/date-night-movie-guide,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/what-to-watch/family-movie-night-guide,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/what-to-watch/horror-movie-intensity-guide,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/what-to-watch/netflix-top-10-how-to-choose,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/what-to-watch/ninety-minute-movie-guide,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/what-to-watch/rewatch-or-new-movie,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/what-to-watch/theater-or-ott-choice,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
/ko/what-to-watch/tired-after-work-movie-guide,404,,KEEP_404_PENDING_HUMAN_DECISION,no verified equivalent replacement; do not redirect to homepage
