"url","route","page_type","gsc_status","gsc_report_updated","gsc_observed_at","http_status","canonical","indexable","sitemap_present","target_surface","decision","title","body_words","official_source_links","evidence_scope"
"https://www.biz2lab.com/","/","home","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com","true","true","INDEX","KEEP_INDEXABLE","건강정보가 낯설 때, 질환 이해부터 진료 준비까지","234","1","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/guides/family-medication-support","/health/guides/family-medication-support","support","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/guides/family-medication-support","true","true","INDEX","KEEP_INDEXABLE","가족 복약 관리 돕는 법: 약 혼동·잊음·삼킴 어려움 | 오누림","869","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/guides/measuring-blood-pressure","/health/guides/measuring-blood-pressure","support","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/guides/measuring-blood-pressure","true","true","INDEX","KEEP_INDEXABLE","가정혈압 측정 방법: 커프·자세·반복 측정과 기록 | 오누림","723","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/guides/medication-list","/health/guides/medication-list","support","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/guides/medication-list","true","true","INDEX","KEEP_INDEXABLE","복용약 목록 작성법: 약 이름·함량·사용법과 변경일 | 오누림","885","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/guides/older-parent-health-organizer","/health/guides/older-parent-health-organizer","support","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/guides/older-parent-health-organizer","true","true","INDEX","KEEP_INDEXABLE","부모님 건강정보 정리: 약·검사·진료 기록과 확인 날짜 | 오누림","920","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/guides/reading-health-results","/health/guides/reading-health-results","support","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/guides/reading-health-results","true","true","INDEX","KEEP_INDEXABLE","건강검진 결과지 읽는 법: 참고범위·양성·재검 질문 | 오누림","855","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/guides/symptom-journal","/health/guides/symptom-journal","support","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/guides/symptom-journal","true","true","INDEX","KEEP_INDEXABLE","증상일지 쓰는 법: 시작·변화·일상 영향을 진료에 전하기 | 오누림","817","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/guides/understanding-hba1c","/health/guides/understanding-hba1c","support","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/guides/understanding-hba1c","true","true","INDEX","KEEP_INDEXABLE","당화혈색소 HbA1c 뜻: NGSP·IFCC와 공복혈당 차이 | 오누림","567","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/hypertension","/health/hypertension","disease","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/hypertension","true","true","INDEX","KEEP_INDEXABLE","고혈압 증상과 혈압 재는 법, 가정혈압 기록표 | 오누림","1064","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/irritable-bowel-syndrome","/health/irritable-bowel-syndrome","disease","CRAWLED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/irritable-bowel-syndrome","true","true","INDEX","KEEP_INDEXABLE","과민성장증후군(IBS): 복통·배변 변화 기록과 진료 신호 | 오누림","1348","12","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/kidney-stones","/health/kidney-stones","disease","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/kidney-stones","true","true","INDEX","KEEP_INDEXABLE","신장결석: 옆구리 통증·소변 변화와 검사 후 질문 | 오누림","1311","8","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/metabolic-dysfunction-associated-steatotic-liver-disease","/health/metabolic-dysfunction-associated-steatotic-liver-disease","disease","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/metabolic-dysfunction-associated-steatotic-liver-disease","true","true","INDEX","KEEP_INDEXABLE","지방간(MASLD) 검사 결과: 간 수치·초음파·섬유화 구분 | 오누림","1325","12","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/migraine","/health/migraine","disease","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/migraine","true","true","INDEX","KEEP_INDEXABLE","편두통: 증상 흐름·두통 일지·응급 신호 구분 | 오누림","1390","8","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/obesity","/health/obesity","disease","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/obesity","true","true","INDEX","KEEP_INDEXABLE","비만 상담 준비: BMI·허리둘레와 수면·약·생활 변화 | 오누림","1376","10","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/osteoarthritis","/health/osteoarthritis","disease","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/osteoarthritis","true","true","INDEX","KEEP_INDEXABLE","골관절염 증상과 운동, 무릎·손 관절 기록법 | 오누림","1126","7","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/osteoporosis","/health/osteoporosis","disease","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/osteoporosis","true","true","INDEX","KEEP_INDEXABLE","골다공증과 골밀도 검사: T점수·Z점수 뜻과 낙상 예방 | 오누림","1154","9","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/sleep-apnea","/health/sleep-apnea","disease","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/sleep-apnea","true","true","INDEX","KEEP_INDEXABLE","수면무호흡증: 코골이·낮 졸림 기록과 수면검사 질문 | 오누림","1316","12","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/stroke","/health/stroke","disease","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/stroke","true","true","INDEX","KEEP_INDEXABLE","뇌졸중 증상: 갑작스러운 신호 하나라도 119, 전달할 두 시각 | 오누림","1491","8","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/acute-myocardial-infarction-visit-card","/health/tools/acute-myocardial-infarction-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/acute-myocardial-infarction-visit-card","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","심근경색 전달 메모: 119 신고 후 관찰·치료 뒤 질문 | 오누림","448","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/allergy-appointment-questions","/health/tools/allergy-appointment-questions","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/allergy-appointment-questions","true","true","INDEX","KEEP_INDEXABLE","알레르기 비염 진료 질문지: 검사 준비·코 스프레이 사용법 확인 | 오누림","396","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/allergy-environment-check","/health/tools/allergy-environment-check","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/allergy-environment-check","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","비염 환경 변화 체크: 날짜와 관찰 사실을 확인하는 보조표 | 오누림","298","3","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/allergy-trigger-observation","/health/tools/allergy-trigger-observation","tool","CRAWLED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/allergy-trigger-observation","true","true","INDEX","KEEP_INDEXABLE","알레르기 비염 관찰표: 증상 시각·장소·수면과 약 사용 기록 | 오누림","345","3","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/anxiety-disorder-visit-card","/health/tools/anxiety-disorder-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/anxiety-disorder-visit-card","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","불안 진료 메모: 실제 경험·피하게 된 일·치료 질문 | 오누림","511","7","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/asthma-visit-card","/health/tools/asthma-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/asthma-visit-card","true","true","INDEX","KEEP_INDEXABLE","천식 진료 질문지: 흡입기 사용과 개인 행동계획 점검 | 오누림","445","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/blood-pressure-log","/health/tools/blood-pressure-log","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/blood-pressure-log","true","true","INDEX","KEEP_INDEXABLE","가정 혈압 기록표: 측정 회차와 원래 값을 남기는 인쇄 양식 | 오누림","334","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/blood-pressure-prep","/health/tools/blood-pressure-prep","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/blood-pressure-prep","true","true","INDEX","KEEP_INDEXABLE","혈압 측정 준비 체크리스트: 측정 전 자세와 측정 후 기록 | 오누림","345","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/blood-pressure-questions","/health/tools/blood-pressure-questions","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/blood-pressure-questions","true","true","INDEX","KEEP_INDEXABLE","고혈압 진료 질문지: 집에서 잰 기록과 다음 측정 계획 확인 | 오누림","344","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/blood-pressure-warning","/health/tools/blood-pressure-warning","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/blood-pressure-warning","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","119 경고 카드: 혈압 기록보다 도움 요청이 먼저인 때 | 오누림","270","3","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/depression-visit-card","/health/tools/depression-visit-card","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/depression-visit-card","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","우울감 진료 메모: 본인의 말·일상 변화·원하는 도움 | 오누림","488","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/diabetes-questions","/health/tools/diabetes-questions","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/diabetes-questions","true","true","INDEX","KEEP_INDEXABLE","제2형 당뇨병 진료 질문지: 검사 결과·기록 계획·저혈당 대처 | 오누림","366","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/diabetes-test-terms","/health/tools/diabetes-test-terms","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/diabetes-test-terms","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","혈당 검사 용어 한 장: 공복혈당·HbA1c의 시간 범위 | 오누림","242","2","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/dyslipidemia-visit-card","/health/tools/dyslipidemia-visit-card","tool","CRAWLED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/dyslipidemia-visit-card","true","true","INDEX","KEEP_INDEXABLE","지질검사 진료 질문지: 결과 원본·식사 조건·개인 목표 확인 | 오누림","461","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/family-support-checklist","/health/tools/family-support-checklist","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/family-support-checklist","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","당뇨병 가족 지원 체크리스트: 동의한 도움과 개인 계획 확인 | 오누림","333","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/gerd-appointment-prep","/health/tools/gerd-appointment-prep","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/gerd-appointment-prep","true","true","INDEX","KEEP_INDEXABLE","위식도역류 진료 질문 카드: 검사 목적·현재 약·다음 확인 시점 | 오누림","460","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/gerd-everyday-patterns","/health/tools/gerd-everyday-patterns","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/gerd-everyday-patterns","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","역류 생활 패턴 체크: 이미 바꾼 일과 관찰 사실 구분하기 | 오누림","417","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/gerd-symptom-timing-log","/health/tools/gerd-symptom-timing-log","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/gerd-symptom-timing-log","true","true","INDEX","KEEP_INDEXABLE","역류 증상 기록표: 식사·자세·불편이 시작된 시각을 나란히 | 오누림","427","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/glucose-observation-log","/health/tools/glucose-observation-log","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/glucose-observation-log","true","true","INDEX","KEEP_INDEXABLE","혈당 기록표: 실제 측정시각·기기 단위·식사와 활동 | 오누림","365","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/gout-visit-card","/health/tools/gout-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/gout-visit-card","true","true","INDEX","KEEP_INDEXABLE","통풍 진료 질문지: 관절 변화·요산 검사·실제 약을 함께 준비 | 오누림","470","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/irritable-bowel-syndrome-visit-card","/health/tools/irritable-bowel-syndrome-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/irritable-bowel-syndrome-visit-card","true","true","INDEX","KEEP_INDEXABLE","복통·배변 진료 질문지: 전후 변화와 식사 제한을 함께 상담 | 오누림","513","7","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/kidney-stones-visit-card","/health/tools/kidney-stones-visit-card","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/kidney-stones-visit-card","true","true","INDEX","KEEP_INDEXABLE","신장결석 진료 준비표: 검사 자료·배출 확인·개인 수분 계획 | 오누림","486","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","tool","CRAWLED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","true","true","INDEX","KEEP_INDEXABLE","지방간(MASLD) 진료 질문지: 검사 원문·음주·약 이력 정리 | 오누림","506","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/migraine-visit-card","/health/tools/migraine-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/migraine-visit-card","true","true","INDEX","KEEP_INDEXABLE","두통 진료 준비표: 두통 발생일과 실제 약 사용일 구분 | 오누림","485","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/oa-daily-activity-log","/health/tools/oa-daily-activity-log","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/oa-daily-activity-log","true","true","INDEX","KEEP_INDEXABLE","관절 일상 기록표: 어느 관절이 어떤 활동에서 달라졌는지 | 오누림","445","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/oa-family-support","/health/tools/oa-family-support","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/oa-family-support","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","관절 불편 가족 지원 체크: 원하는 도움과 하지 않을 일 확인 | 오누림","421","3","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/oa-visit-questions","/health/tools/oa-visit-questions","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/oa-visit-questions","true","true","INDEX","KEEP_INDEXABLE","골관절염 진료 질문지: 원하는 활동과 치료 선택을 함께 묻기 | 오누림","470","3","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/obesity-visit-card","/health/tools/obesity-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/obesity-visit-card","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","비만 상담 메모: 체중 변화·생활의 어려움·원하는 도움 | 오누림","465","5","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/osteoporosis-appointment-prep","/health/tools/osteoporosis-appointment-prep","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/osteoporosis-appointment-prep","true","true","INDEX","KEEP_INDEXABLE","골다공증 진료 준비표: 골밀도 원본·골절 이력·약을 함께 | 오누림","477","4","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/osteoporosis-home-check","/health/tools/osteoporosis-home-check","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/osteoporosis-home-check","true","true","INDEX","KEEP_INDEXABLE","낙상 위험 집안 점검표: 통로·조명과 아직 해결하지 못한 곳 | 오누림","440","3","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/osteoporosis-terms","/health/tools/osteoporosis-terms","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/osteoporosis-terms","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","골밀도 검사 용어 카드: BMD·DXA·T점수·Z점수 구분 | 오누림","264","2","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/sleep-apnea-visit-card","/health/tools/sleep-apnea-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/sleep-apnea-visit-card","true","true","INDEX","KEEP_INDEXABLE","수면무호흡증 진료 질문지: 밤의 관찰과 낮 졸림을 따로 기록 | 오누림","479","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/stroke-visit-card","/health/tools/stroke-visit-card","tool","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/stroke-visit-card","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","뇌졸중 전달 메모: 119 신고 후 두 시각·치료 뒤 질문 | 오누림","479","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/tools/urinary-tract-infection-visit-card","/health/tools/urinary-tract-infection-visit-card","tool","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/tools/urinary-tract-infection-visit-card","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","요로감염 진료 메모: 소변 변화·검사 결과·처방 질문 | 오누림","481","6","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/trust/about","/health/trust/about","trust","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/trust/about","true","true","INDEX","KEEP_INDEXABLE","오누림 소개: 건강정보의 범위·운영·확인 방법 | 오누림","209","0","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/trust/advertising","/health/trust/advertising","trust","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/trust/advertising","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","오누림 광고 정책: 편집 독립성과 의료 권고의 구분 | 오누림","167","0","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/trust/ai-disclosure","/health/trust/ai-disclosure","trust","INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/trust/ai-disclosure","true","true","INDEX","KEEP_INDEXABLE","오누림 AI 활용 공개: 사용 범위와 검증의 한계 | 오누림","222","0","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/trust/author","/health/trust/author","trust","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/trust/author","true","true","INDEX","KEEP_INDEXABLE","박영훈: 오누림 비의료인 건강정보 편집자의 역할 | 오누림","200","0","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
"https://www.biz2lab.com/health/trust/contact","/health/trust/contact","trust","DISCOVERED_NOT_INDEXED","2026-09-04","2026-09-07","200","https://www.biz2lab.com/health/trust/contact","false","false","NOINDEX_FOLLOW","KEEP_PUBLIC_NOINDEX","오누림 문의: 공개 경로와 접수 확인 상태 | 오누림","152","0","GSC_PRODUCTION_PLUS_PR127_LOCAL_CRAWL"
