"url","route","page_type","decision","target_decision","independent_task","overlap","required_action","decision_basis","production_applied","certification","current_gsc_status","unique_title_now","unique_description_now","official_source_links_now","body_words_now","content_inlinks_now","standalone_usage_gap"
"https://www.biz2lab.com/health/osteoarthritis","/health/osteoarthritis","disease","INDEX_PRIMARY","INDEX_PRIMARY","질환별 이해·적절한 도움·진료 준비 또는 이를 찾는 주제 허브","개별 dossier에서 검증","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","DISCOVERED_NOT_INDEXED","true","true","5","425","2","도구 질문 해당 없음"
"https://www.biz2lab.com/health/osteoporosis","/health/osteoporosis","disease","INDEX_PRIMARY","INDEX_PRIMARY","질환별 이해·적절한 도움·진료 준비 또는 이를 찾는 주제 허브","개별 dossier에서 검증","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","INDEXED","true","true","5","451","2","도구 질문 해당 없음"
"https://www.biz2lab.com/health/sleep-apnea","/health/sleep-apnea","disease","INDEX_PRIMARY","INDEX_PRIMARY","밤의 관찰과 낮의 경험을 모아 수면 평가 상담","두 관찰자 기록과 기기·의료검사의 역할 비교","독립 출처 대조·5폭QA·12개 인증 통과; 임상검수 아님","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","DISCOVERED_NOT_INDEXED","true","true","3","361","2","도구 질문 해당 없음"
"https://www.biz2lab.com/health/stroke","/health/stroke","disease","INDEX_PRIMARY","INDEX_PRIMARY","갑작스러운각신호의119행동과호전오해해소","신고후두시각구분·대기중음식약경계·검사역할","독립 출처 대조·5폭QA·12개 인증 통과; 임상검수 아님","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","DISCOVERED_NOT_INDEXED","true","true","2","378","2","도구 질문 해당 없음"
"https://www.biz2lab.com/health/tools/acute-myocardial-infarction-visit-card","/health/tools/acute-myocardial-infarction-visit-card","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","응급 통화 메모와 퇴원 후 질문","급성 증상 기록과 예정 진료 질문의 혼합","119 먼저 보이게 분리; 부모 응급 안내 연결; 독립 검색 확대 없음","INTERNAL_HEURISTIC","NO","PENDING","UNKNOWN","true","false","0","66","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/allergy-appointment-questions","/health/tools/allergy-appointment-questions","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","성인 비염의 관찰·제품을 검사 준비·다음 행동 질문에 연결","관찰/제품 원본에서 질문과 개인 답변으로 옮기는 독립 양식","2필드·4질문·답변4줄·제품별 준비·출처4 완료","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","DISCOVERED_NOT_INDEXED","true","true","4","396","3","53관련tests·전체test/lint/typecheck·5폭·2쪽 빈 PDF PASS; 의료 검수 아님"
"https://www.biz2lab.com/health/tools/allergy-environment-check","/health/tools/allergy-environment-check","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","환경 변화와 날짜 기록을 확인하는 보조표","관찰표와 중복되는 보조 역할; 색인 실패 은폐 아님","1필드·4항목·출처3·noindex follow·sitemap 제외 완료","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","DISCOVERED_NOT_INDEXED","true","true","3","298","3","46tests·5폭·2쪽 빈 PDF PASS; QA 시험 체크 해제 보강; 의료 검수 아님"
"https://www.biz2lab.com/health/tools/allergy-trigger-observation","/health/tools/allergy-trigger-observation","tool","INDEX_UTILITY","INDEX_UTILITY","증상 시작 시각·장소·수면·기존 약 사용 기록","설명과 달리 사실/원인 추정을 분리하는 반복 양식","7열12행·4단계·예시·출처3·119 안내 완료","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","INDEXED","true","true","3","345","3","상담 OR 조건 P2 해결; 45tests·5폭·키보드·2쪽 PDF PASS; 의료 검수 아님"
"https://www.biz2lab.com/health/tools/anxiety-disorder-visit-card","/health/tools/anxiety-disorder-visit-card","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","불안 상황과 피하게 된 활동 정리","부모의 상황-반응-회피 해설과 중복","원인 자가확정 금지 유지; 동의와 사생활 안내","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","false","0","63","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/asthma-visit-card","/health/tools/asthma-visit-card","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","야간 증상과 처방된 행동계획을 진료에서 확인","실제 흡입기·기록을 가져가는 작업은 독립적","기존 필드 렌더링; 평상시 진료용과 급성 도움 경계 표시","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","false","0","61","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/blood-pressure-log","/health/tools/blood-pressure-log","tool","INDEX_UTILITY","INDEX_UTILITY","개인 측정 계획에 따른 각 회차 원래 혈압값·조건 기록","본문은 측정법; 도구는 반복 기록 결과물","인쇄 사용법과 빈칸 예시; 측정 준비 링크; 평균·진단 자동계산 금지","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","UNKNOWN","true","true","0","51","3","LOCAL완료:7열14행·회차단위·A4인쇄2쪽·실제출처;기간처방아님"
"https://www.biz2lab.com/health/tools/blood-pressure-prep","/health/tools/blood-pressure-prep","tool","INDEX_UTILITY","INDEX_UTILITY","혈압 측정 직전 준비 확인","설명 글을 읽은 뒤 반복 사용 가능한 확인표","전5후2 항목과 출처4; 5폭·A4 2쪽·41SEO·build116 개별 인증","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","INDEXED","true","true","0","73","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/blood-pressure-questions","/health/tools/blood-pressure-questions","tool","INDEX_UTILITY","INDEX_UTILITY","가정혈압 기록을 가져갈 진료 질문 선택","기록 해석 질문은 본문과 겹치나 답·다음 계획 기록은 별도","기록을 가져오는 순서와 답변·다음 일정 칸 보강","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","INDEXED","true","true","0","82","3","LOCAL완료:지참물·우선질문·실행어려움3칸/5질문·답변·인쇄2쪽"
"https://www.biz2lab.com/health/tools/blood-pressure-warning","/health/tools/blood-pressure-warning","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","부모 글의 119 경고를 인쇄해 기억","고혈압 경고와 danger-signals의 반복","LOCAL noindex follow·sitemap 제외; A4 1쪽·출처3·285tests·5폭 인증","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","INDEXED","true","true","0","87","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/depression-visit-card","/health/tools/depression-visit-card","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","동의하에 생활 변화와 도움 질문 정리","부모 도움 연결 설명 없는 단독 체크리스트 한계","출력 접근 유지; 자해 위험 때 기록 완성보다 도움 우선","INTERNAL_HEURISTIC","NO","PENDING","INDEXED","true","false","0","69","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/diabetes-questions","/health/tools/diabetes-questions","tool","INDEX_UTILITY","INDEX_UTILITY","검사 결과·이미 남긴 기록을 개인 목표·대처 질문으로 연결","본문 FAQ와 다른 개인 답변용 인쇄 양식","준비 필드2·사용법4단계·119 양식 안내·출처5 완료","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","INDEXED","true","true","5","366","3","2쪽 A4·5폭·키보드 체크·링크200 PASS; 임상 검수 아님"
"https://www.biz2lab.com/health/tools/diabetes-test-terms","/health/tools/diabetes-test-terms","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","검사 이름·시간 범위를 읽는 1쪽 요약","HbA1c Support와 검색 의도 중복; 인쇄 역할 유지","작성란 없는 참고 형식·출처2·noindex follow·sitemap 제외 완료","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","DISCOVERED_NOT_INDEXED","true","true","2","242","3","A4 1쪽·5폭·링크200·전체287tests PASS; 의료 검수 아님"
"https://www.biz2lab.com/health/tools/dyslipidemia-visit-card","/health/tools/dyslipidemia-visit-card","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","서로 다른 지질 항목과 이전 검사 비교 준비","보이지 않던 fields 때문에 현재 세 질문만 노출","검사명/날짜/개별 목표 필드 표시; 지질 검사에 맞는 고유 설명","INTERNAL_HEURISTIC","NO","PENDING","INDEXED","true","false","0","66","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/family-support-checklist","/health/tools/family-support-checklist","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","동의한 가족 도움을 확인하는 인쇄 양식","지원 의도는 있으나 현재 원칙이 부모·가족 복약 해설과 중복","동의 필드1·절차3·출처5·noindex follow·sitemap 제외 완료","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","INDEXED","true","true","5","333","3","5폭·A4 2쪽·체크 키보드·링크200 PASS; 색인 실패 은폐 아님"
"https://www.biz2lab.com/health/tools/gerd-appointment-prep","/health/tools/gerd-appointment-prep","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","삼킴 변화·약·검사 질문을 진료 전에 묶음","본문 내용을 질문으로만 반복하는 현 상태","현재 약·불편 시점 준비와 답/추적 일정 칸 보강","INTERNAL_HEURISTIC","NO","PENDING","UNKNOWN","true","true","0","69","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/gerd-everyday-patterns","/health/tools/gerd-everyday-patterns","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","일상 패턴 확인표 인쇄","역류 시간 기록표와 본문 오해 교정의 반복","음식 금지표 아님을 유지; 시간 기록표로 연결","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","true","0","62","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/gerd-symptom-timing-log","/health/tools/gerd-symptom-timing-log","tool","INDEX_UTILITY","INDEX_UTILITY","식사·자세와 증상 발생 시각을 나란히 기록","산도검사/음식 원인 판정과 구별되는 실제 작성 양식","7열12행·부모119 연결·출혈 바로도움·출처6 완료","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","INDEXED","true","true","6","427","3","54관련tests·5폭·키보드·최종2쪽 PDF PASS; 부모 후반 OR 문구 별도 재확인"
"https://www.biz2lab.com/health/tools/glucose-observation-log","/health/tools/glucose-observation-log","tool","INDEX_UTILITY","INDEX_UTILITY","이미 측정하는 사람의 식사·활동·혈당 기록","당뇨 설명과 달리 날짜별 빈칸 결과물","실제시각·단위7열12행·개인계획·출처5·5폭·A4 2쪽 개별 인증","INTERNAL_HEURISTIC","NO","SEO_PAGE_CERTIFIED","DISCOVERED_NOT_INDEXED","true","true","0","48","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/gout-visit-card","/health/tools/gout-visit-card","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","관절 발작 시점과 검사 날짜를 구분해 기록","요산 설명 외 발작 이력 정리 가치","관절/시각/발열 필드 표시; 뜨겁고 붓는 관절을 통풍으로 확정 금지","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","false","0","66","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/irritable-bowel-syndrome-visit-card","/health/tools/irritable-bowel-syndrome-visit-card","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","복통과 배변 전후 관계를 진료에 전달","소화기 일반 설명 외 시간·배변 기록 가치","배변 흐름 필드 표시; 무리한 음식 제한을 피할 질문 설명","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","false","0","64","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/kidney-stones-visit-card","/health/tools/kidney-stones-visit-card","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","결석 위치 검사와 감염·수분 제한 정보를 가져감","검사 원본과 개인 제약을 묶는 별도 결과물","필드 표시와 결석 관련 고유 설명; 물 강제 섭취 지시 없음","INTERNAL_HEURISTIC","NO","PENDING","INDEXED","true","false","0","63","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","간 검사의 실제 문구와 음주·약 정보를 함께 준비","질환 설명과 구별되는 검사 원본 정리","검사 날짜·결과 문구 필드 표시; 간수치 자가판정 금지","INTERNAL_HEURISTIC","NO","PENDING","INDEXED","true","false","0","63","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/migraine-visit-card","/health/tools/migraine-visit-card","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","두통일과 약 사용일·생활 영향을 상담 준비","본문 증상 목록 외 날짜별 사실 정리","기존 필드와 약 사용일 기록 안내; 첫 신경 증상은 자가 전조 판정 금지","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","false","0","64","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/oa-daily-activity-log","/health/tools/oa-daily-activity-log","tool","INDEX_UTILITY","INDEX_UTILITY","관절별 활동 전후 불편과 기능 변화 기록","운동 설명과 구별되는 일상 기록 결과물","활동 사실 예시; 열감·붓기 있을 때 기록 때문에 진료 지연 금지","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","true","0","46","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/oa-family-support","/health/tools/oa-family-support","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","관절 불편 가족을 돕는 태도 확인","부모 글 가족 지원과 일반 동의 원칙 반복","지원 원칙 유지; 일상 기록표와 부모 글 연결","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","true","0","61","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/oa-visit-questions","/health/tools/oa-visit-questions","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","원하는 일상 활동을 중심으로 치료 상담 준비","질환 FAQ보다 개인 기능·선호 답변 기록 가치","활동 사례와 개인 목표/답/다음 계획 칸 보강","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","true","0","69","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/obesity-visit-card","/health/tools/obesity-visit-card","tool","NOINDEX_FOLLOW","NOINDEX_FOLLOW","체중 외 일상 변화를 진료에 가져감","부모 체중 변화 타임라인과 일반 진료 준비를 반복","필드 렌더링 복구와 고유 설명; 본문 보조 출력물로 유지","INTERNAL_HEURISTIC","NO","PENDING","DISCOVERED_NOT_INDEXED","true","false","0","68","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/osteoporosis-appointment-prep","/health/tools/osteoporosis-appointment-prep","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","골밀도 결과·낙상·골절·약을 모아 진료 준비","개인 검사 이력은 본문 일반 설명과 구별","결과지·과거 골절 준비칸과 다음 계획 기록 보강","INTERNAL_HEURISTIC","NO","PENDING","UNKNOWN","true","true","0","67","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
"https://www.biz2lab.com/health/tools/osteoporosis-home-check","/health/tools/osteoporosis-home-check","tool","ENRICH_THEN_INDEX","INDEX_UTILITY","집 안 이동 경로의 낙상 위험요인 점검","본문 설명 외 장소별 후속 조치 결과물 필요","확인한 장소·변경할 일·도와줄 사람을 적는 칸 보강","INTERNAL_HEURISTIC","NO","PENDING","INDEXED","true","true","0","63","3","인쇄 순서·기록 예시·직접 출처 링크 보강 필요; 14개 fields 미노출"
