claim_id,guide_slug,risk_class,decision,public_wording,source_ids,source_urls,last_verified,rationale,licensed_medical_review_completed
DIA-B1-007,type-2-diabetes,P1_CLINICAL,SIMPLIFY,공복혈당 검사는 보통 최소 8시간 금식한 뒤 한 시점의 혈당을 확인하는 혈액검사입니다.,SRC-NIDDK-TESTS,https://www.niddk.nih.gov/health-information/diabetes/overview/tests-diagnosis,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
DIA-B1-008,type-2-diabetes,P1_CLINICAL,SIMPLIFY,당화혈색소(HbA1c)는 대략 지난 3개월의 평균 혈당 수준에 관한 정보를 주는 혈액검사입니다.,SRC-NIDDK-A1C,https://www.niddk.nih.gov/health-information/diagnostic-tests/a1c-test,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
DIA-B1-009,type-2-diabetes,P1_CLINICAL,SIMPLIFY,"검사 결과의 의미와 재검 필요 여부는 증상, 임신, 빈혈이나 다른 건강 상태의 영향을 함께 보는 의료진이 판단합니다.",SRC-NIDDK-A1C|SRC-NIDDK-TESTS,https://www.niddk.nih.gov/health-information/diagnostic-tests/a1c-test|https://www.niddk.nih.gov/health-information/diabetes/overview/tests-diagnosis,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
DIA-B1-010,type-2-diabetes,P1_CLINICAL,SIMPLIFY,"제2형 당뇨병 관리는 식사, 신체 활동, 수면, 금연과 개인에게 처방된 약물 치료를 포함할 수 있으며 건강관리팀과 계획을 맞춥니다.",SRC-NIDDK-T2D|SRC-NIDDK-LIVING,https://www.niddk.nih.gov/health-information/diabetes/overview/what-is-diabetes/type-2-diabetes|https://www.niddk.nih.gov/health-information/diabetes/overview/healthy-living-with-diabetes,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
DIA-B1-011,type-2-diabetes,P1_CLINICAL,SIMPLIFY,기록한 혈당값을 근거로 처방약이나 인슐린의 용량을 스스로 바꾸거나 중단하지 않습니다.,SRC-NIDDK-T2D,https://www.niddk.nih.gov/health-information/diabetes/overview/what-is-diabetes/type-2-diabetes,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
DIA-B1-012,type-2-diabetes,P0_EMERGENCY,SIMPLIFY,"당뇨병이 있는 사람이 반복해서 토해 물도 마시기 어렵거나, 숨쉬기 힘들거나, 의식이 흐려지는 등 상태가 빠르게 나빠지면 즉시 응급 의료 도움을 받고, 반응이 없거나 생명이 위급하면 119에 신고합니다.",SRC-CDC-DKA|SRC-KDCA-CPR,https://www.cdc.gov/diabetes/about/diabetic-ketoacidosis.html|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=6226,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
AR-B2-002,allergic-rhinitis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"재채기, 맑은 콧물, 코막힘, 코·눈의 가려움과 눈물은 알레르기 비염에서 나타날 수 있지만, 이 목록만으로 원인을 확정할 수는 없습니다.",SRC-MEDLINEPLUS-AR|SRC-MEDLINEPLUS-HAY,https://medlineplus.gov/ency/article/000813.htm|https://medlineplus.gov/hayfever.html,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
AR-B2-004,allergic-rhinitis,P1_CLINICAL,SIMPLIFY,증상은 감기나 다른 코 질환과 겹칠 수 있으므로 웹페이지나 한 번의 증상만으로 알레르기 비염을 스스로 진단하지 않습니다.,SRC-MEDLINEPLUS-AR,https://medlineplus.gov/ency/article/000813.htm,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
AR-B2-006,allergic-rhinitis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"꽃가루나 실내 알레르기 유발 물질과의 관련성은 개인마다 달라서, 환경 변화가 나에게 맞는지 기록으로 확인하고 일괄적인 해결책으로 단정하지 않습니다.",SRC-CDC-POLLEN|SRC-MEDLINEPLUS-AR,https://www.cdc.gov/climate-health/php/effects/pollen-health.html|https://medlineplus.gov/ency/article/000813.htm,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
AR-B2-007,allergic-rhinitis,P1_CLINICAL,SIMPLIFY,"비강 스프레이나 알레르기 약의 선택과 사용법은 나이, 다른 질환과 복용 약에 따라 달라질 수 있어 제품을 임의로 시작·중단·변경하지 말고 의료진 또는 약사에게 확인합니다.",SRC-MEDLINEPLUS-AR,https://medlineplus.gov/ency/article/000813.htm,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
AR-B2-008,allergic-rhinitis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"증상이 계속되거나 일상생활·수면에 영향을 주거나, 원인이 불확실하면 의료진과 상담해 다른 원인과 필요한 검사를 확인합니다.",SRC-MEDLINEPLUS-AR|SRC-MEDLINEPLUS-HAY,https://medlineplus.gov/ency/article/000813.htm|https://medlineplus.gov/hayfever.html,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
AR-B2-009,allergic-rhinitis,P0_EMERGENCY,SIMPLIFY,숨쉬기 매우 어렵거나 의식이 흐려지는 등 위급한 변화가 있으면 비염으로 단정하거나 온라인 정보를 기다리지 말고 119에 도움을 요청합니다.,SRC-CDC-POLLEN|SRC-KDCA-CPR,https://www.cdc.gov/climate-health/php/effects/pollen-health.html|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=6226,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
AR-B2-012,allergic-rhinitis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,이 페이지의 체크리스트는 관찰과 질문 준비용이며 알레르기 원인을 확정하거나 치료 효과를 보장하지 않습니다.,SRC-MEDLINEPLUS-AR,https://medlineplus.gov/ency/article/000813.htm,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
GERD-B2-002,gastroesophageal-reflux-disease,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"속쓰림이나 내용물이 목·입 쪽으로 올라오는 느낌이 흔할 수 있고, 흉통·삼킴의 불편·기침·쉰 목소리처럼 다른 증상도 나타날 수 있습니다.",SRC-NIDDK-GERD-SYMPTOMS,https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/symptoms-causes,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
GERD-B2-003,gastroesophageal-reflux-disease,P1_CLINICAL,SIMPLIFY,"속쓰림이나 흉부 불편이 있다고 해서 모두 역류는 아니며, 증상만으로 위식도역류질환을 스스로 진단하거나 다른 원인을 배제하지 않습니다.",SRC-NIDDK-GERD-DIAGNOSIS|SRC-NIDDK-GERD-SYMPTOMS,https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/diagnosis|https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/symptoms-causes,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
GERD-B2-005,gastroesophageal-reflux-disease,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"어떤 음식·음료·식사 시간·자세가 증상과 관련되는지는 사람마다 다를 수 있으므로, 기록을 바탕으로 의료진과 개별적으로 확인합니다.",SRC-NIDDK-GERD-DIET,https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/eating-diet-nutrition,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
GERD-B2-006,gastroesophageal-reflux-disease,P1_CLINICAL,SIMPLIFY,일반의약품을 포함한 약의 시작·중단·기간·용량은 다른 질환과 복용 약에 따라 달라질 수 있어 온라인 글만으로 결정하지 않습니다.,SRC-NIDDK-GERD-SYMPTOMS|SRC-NIDDK-GERD-DIAGNOSIS,https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/symptoms-causes|https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/diagnosis,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
GERD-B2-007,gastroesophageal-reflux-disease,P0_EMERGENCY,SIMPLIFY,"흉통, 지속되는 구토, 삼키기 어렵거나 아픈 증상, 출혈을 의심할 수 있는 구토·검은 변, 원인 없는 체중 감소는 의료진에게 확인해야 할 변화입니다.",SRC-NIDDK-GERD-SYMPTOMS,https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/symptoms-causes,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
GERD-B2-008,gastroesophageal-reflux-disease,P0_EMERGENCY,SIMPLIFY,"새롭고 심한 가슴 통증, 숨쉬기 어려움, 의식 저하처럼 위급한 변화가 있으면 역류로 단정하지 말고 119에 도움을 요청합니다.",SRC-NIDDK-GERD-SYMPTOMS|SRC-KDCA-CPR,https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/symptoms-causes|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=6226,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
GERD-B2-011,gastroesophageal-reflux-disease,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"이 페이지의 시간표와 체크리스트는 치료 처방이나 음식 금지 목록이 아니라, 개인 패턴을 의료진과 상의하기 위한 자료입니다.",SRC-NIDDK-GERD-DIET|SRC-NIDDK-GERD-DIAGNOSIS,https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/eating-diet-nutrition|https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/diagnosis,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
GERD-B2-012,gastroesophageal-reflux-disease,P1_CLINICAL,SIMPLIFY,생활 조정과 치료 방법은 증상·검사·다른 건강 상태에 따라 달라질 수 있어 개인 목표를 이 페이지가 정하지 않습니다.,SRC-NIDDK-GERD-DIAGNOSIS|SRC-NIDDK-GERD-DIET,https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/diagnosis|https://www.niddk.nih.gov/health-information/digestive-diseases/acid-reflux-ger-gerd-adults/eating-diet-nutrition,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OA-B2-002,osteoarthritis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"관절을 쓸 때의 통증, 쉬고 난 뒤의 뻣뻣함, 움직임의 제한이나 부종은 골관절염에서 나타날 수 있지만 개인마다 양상이 다릅니다.",SRC-NIAMS-OA|SRC-CDC-OA,https://www.niams.nih.gov/health-topics/osteoarthritis|https://www.cdc.gov/arthritis/osteoarthritis/index.html,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
OA-B2-003,osteoarthritis,P1_CLINICAL,SIMPLIFY,"관절 통증이나 소리만으로 골관절염을 스스로 확정하지 않으며, 의료진은 병력·진찰과 필요에 따라 다른 원인을 함께 확인합니다.",SRC-NIAMS-OA-TREATMENT|SRC-CDC-OA,https://www.niams.nih.gov/health-topics/osteoarthritis/diagnosis-treatment-and-steps-to-take|https://www.cdc.gov/arthritis/osteoarthritis/index.html,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OA-B2-005,osteoarthritis,P1_CLINICAL,SIMPLIFY,"활동 계획은 관절 상태와 다른 건강 문제에 따라 달라질 수 있어, 새로운 운동이나 보조기구는 의료진 또는 재활 전문가와 안전한 범위를 상의합니다.",SRC-NIAMS-OA-TREATMENT|SRC-CDC-ARTHRITIS-ACTIVITY,https://www.niams.nih.gov/health-topics/osteoarthritis/diagnosis-treatment-and-steps-to-take|https://www.cdc.gov/arthritis/prevention/index.html,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OA-B2-006,osteoarthritis,P1_CLINICAL,SIMPLIFY,진통제·주사·보조기구·수술 여부는 개인 치료 결정이므로 온라인 글이나 기록만으로 약을 스스로 시작·중단·변경하지 않습니다.,SRC-NIAMS-OA-TREATMENT|SRC-CDC-OA,https://www.niams.nih.gov/health-topics/osteoarthritis/diagnosis-treatment-and-steps-to-take|https://www.cdc.gov/arthritis/osteoarthritis/index.html,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OA-B2-007,osteoarthritis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,통증·부종·움직임 제한이 새롭게 생기거나 일상을 어렵게 하면 원인을 확인하기 위해 의료진에게 상담합니다.,SRC-NIAMS-OA|SRC-NIAMS-OA-TREATMENT,https://www.niams.nih.gov/health-topics/osteoarthritis|https://www.niams.nih.gov/health-topics/osteoarthritis/diagnosis-treatment-and-steps-to-take,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
OA-B2-008,osteoarthritis,P0_EMERGENCY,SIMPLIFY,"심한 외상 뒤 움직일 수 없거나, 의식 저하·호흡곤란처럼 위급한 변화가 있으면 관절염으로 단정하거나 온라인 정보를 기다리지 말고 119에 도움을 요청합니다.",SRC-KDCA-CPR,https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=6226,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OA-B2-011,osteoarthritis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,이 페이지의 활동 기록은 통증 점수로 병의 진행을 판단하거나 치료 효과를 보장하는 도구가 아닙니다.,SRC-NIAMS-OA|SRC-CDC-OA,https://www.niams.nih.gov/health-topics/osteoarthritis|https://www.cdc.gov/arthritis/osteoarthritis/index.html,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
OP-B2-003,osteoporosis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"나이, 일부 질환과 약, 생활 요인 등 여러 요소가 골다공증 위험과 관련될 수 있지만, 위험 요소 목록으로 개인의 질환을 판단하지 않습니다.",SRC-NIAMS-OP,https://www.niams.nih.gov/health-topics/osteoporosis,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
OP-B2-004,osteoporosis,P1_CLINICAL,SIMPLIFY,"골밀도 검사는 뼈의 밀도를 측정하는 검사이며, 결과 해석과 진단은 나이·다른 위험 요소를 함께 고려해 의료진이 합니다.",SRC-NIAMS-BMD|SRC-NIAMS-OP-TREATMENT,https://www.niams.nih.gov/health-topics/bone-mineral-density-tests-what-numbers-mean|https://www.niams.nih.gov/health-topics/osteoporosis/diagnosis-treatment-and-steps-to-take,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OP-B2-006,osteoporosis,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"집 안의 걸려 넘어질 수 있는 물건과 조명·통로를 살피는 일은 낙상 위험을 줄이기 위한 환경 점검의 한 부분이지만, 골절을 막는다고 보장하지는 않습니다.",SRC-NIAMS-OP-TREATMENT,https://www.niams.nih.gov/health-topics/osteoporosis/diagnosis-treatment-and-steps-to-take,2026-08-26,공식 출처의 일반 건강교육 범위이며 개인 진단·치료 결정을 포함하지 않음,false
OP-B2-007,osteoporosis,P1_CLINICAL,SIMPLIFY,골다공증 약의 시작·중단·변경과 칼슘·비타민D 보충 여부는 개인 상황에 따라 달라서 웹페이지나 검사 숫자만으로 스스로 결정하지 않습니다.,SRC-NIAMS-OP-TREATMENT|SRC-NIAMS-BONE-HEALTH,https://www.niams.nih.gov/health-topics/osteoporosis/diagnosis-treatment-and-steps-to-take|https://www.niams.nih.gov/health-topics/bone-health-and-osteoporosis,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OP-B2-008,osteoporosis,P0_EMERGENCY,SIMPLIFY,"낙상 뒤 통증이 심하거나 움직이기 어렵거나, 새롭고 심한 등 통증·키 변화가 있으면 의료진에게 확인합니다.",SRC-NIAMS-OP,https://www.niams.nih.gov/health-topics/osteoporosis,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OP-B2-009,osteoporosis,P0_EMERGENCY,SIMPLIFY,낙상 뒤 의식이 흐려지거나 숨쉬기 어렵고 움직일 수 없을 만큼 위급한 변화가 있으면 온라인 정보를 기다리지 말고 119에 도움을 요청합니다.,SRC-KDCA-CPR,https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=6226,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
OP-B2-012,osteoporosis,P1_CLINICAL,SIMPLIFY,이 페이지의 집안 점검표와 용어 안내는 골다공증을 진단하거나 골절 위험을 계산하는 도구가 아닙니다.,SRC-NIAMS-BMD|SRC-NIAMS-OP,https://www.niams.nih.gov/health-topics/bone-mineral-density-tests-what-numbers-mean|https://www.niams.nih.gov/health-topics/osteoporosis,2026-08-26,현재 공개 문장을 일반 교육·자가판단 금지·도움 요청 경계로 제한하고 치료 선택·용량·진단 확정을 배제함,false
DLP-P3-004,dyslipidemia,P1_CLINICAL,SIMPLIFY,검사표의 한 숫자로 약을 시작·중단하거나 인터넷 목표치에 맞추지 않습니다. 결과의 의미와 다음 검사 시점은 의료진에게 확인합니다.,SRC-MEDLINEPLUS-CHOLESTEROL|SRC-CDC-CHOLESTEROL,https://medlineplus.gov/cholesterol.html|https://www.cdc.gov/cholesterol/about/,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
DLP-P3-005,dyslipidemia,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,"새롭고 심한 가슴 통증, 숨쉬기 어려움, 갑작스러운 한쪽 마비나 말 이상은 콜레스테롤 수치를 다시 볼 때가 아니라 119 도움을 요청할 때입니다.",SRC-MEDLINEPLUS-CHOLESTEROL|SRC-NHLBI-BLOOD-CHOLESTEROL,https://medlineplus.gov/cholesterol.html|https://www.nhlbi.nih.gov/health/blood-cholesterol,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
OBS-P3-004,obesity,P1_CLINICAL,SIMPLIFY,빠른 감량을 약속하는 식단·보충제·약을 스스로 시작하지 않습니다. 목표와 속도는 현재 건강 상태를 아는 의료진과 정합니다.,SRC-NIDDK-OBESITY-DEFINITION|SRC-NIDDK-OBESITY-FACTORS,https://www.niddk.nih.gov/health-information/weight-management/adult-overweight-obesity/definition-facts|https://www.niddk.nih.gov/health-information/weight-management/adult-overweight-obesity/factors-affecting-weight-health,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
